Structure on Masterlist,Average RFU,StDev,% CV
Mana-Sp8,-11.658450000000002,16.123735353922598,-138.30084920313246
Galb-Sp8,-13.437325000000001,8.412569340130283,-62.60598251609068
Manb-Sp8,-21.9275,8.01860775238862,-36.56872763602153
Fuca1-2Galb1-3GlcNAcb-Sp0,-39.17502499999999,8.78075622346012,-22.414168780900898
Fuca1-2Galb1-3GlcNAcb-Sp8,-11.256025,4.863375439188299,-43.2068642277207
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,-25.588350000000002,17.792024941810304,-69.5317398027239
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp0,-23.927975,16.100952991748663,-67.28924195109977
Fuca1-2Galb1-4(Fuca1-3)GlcNAcb-Sp8,-12.874949999999998,10.759031923458547,-83.56562101956551
Fuca1-2Galb-Sp8,1.4803000000000015,5.368254886521937,362.6464153564772
GalNAca1-3(Fuca1-2)Galb1-4Glcb-Sp0,-13.305724999999999,8.6828936618215,-65.25682487667152
GalNAca1-3(Fuca1-2)Galb-Sp8,-21.652199999999997,10.194830733268725,-47.08450288316535
GalNAca1-3(Fuca1-2)Galb-Sp18,348.254475,10.156241125657335,2.9163275290740582
GalNAcb1-3Gala1-4Galb1-4GlcNAcb-Sp0,1624.7888999999998,671.4332479124391,41.32433745161844
GalNAcb1-4GlcNAcb-Sp0,25314.454899999997,916.539384385818,3.6206167109125396
GalNAcb1-4GlcNAcb-Sp8,15150.8625,544.2674355548742,3.592319813838151
Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp0,11.786225000000002,13.64130082906929,115.739355298828
Gala1-3(Fuca1-2)Galb1-4(Fuca1-3)GlcNAcb-Sp8,-1.7465750000000035,8.534775910502885,-488.65785382837083
Gala1-3(Fuca1-2)Galb1-4GlcNAc-Sp0,-12.087799999999998,4.373637687326192,-36.18224728508242
Gala1-3(Fuca1-2)Galb-Sp8,4.353449999999999,16.365806955865843,375.92729802491925
Gala1-3(Fuca1-2)Galb-Sp18,26.636875,43.86919466447005,164.69347348166798
Gala1-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,7.795874999999999,19.02724912791739,244.06816589436585
Gala1-3Galb1-4Glcb-Sp0,-19.984975,20.970808434484187,-104.93287299325713
Gala1-3Galb1-4Glc-Sp10,-18.890200000000004,2.2492217039085536,-11.906817841571572
Gala1-4Galb1-4GlcNAcb-Sp0,1.4428000000000019,9.386833280363168,650.5983698615994
Gala1-4Galb1-4GlcNAcb-Sp8,132.84225,43.01290119878759,32.37893155136079
Galb1-3(Fuca1-4)GlcNAc-Sp0 ,-9.076974999999997,12.73800234452666,-140.33312138159093
Galb1-3(Fuca1-4)GlcNAc-Sp8 ,-16.7262,6.951461400789527,-41.56031495970111
Galb1-3GalNAca-Sp8,-10.342299999999994,25.728769005013326,-248.77221706016397
Galb1-3GalNAca-Sp14,-18.338474999999992,16.245076795832638,-88.58466582326308
Galb1-3GalNAca-Sp16,-32.22400000000001,9.599911683274302,-29.791185710260358
Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,-8.41055,5.13764153251924,-61.085678493311846
Galb1-3GlcNAcb-Sp0,-22.586775,7.701364299211349,-34.09678583689504
Galb1-3GlcNAcb-Sp8,-11.420625,1.927236962380763,-16.875056858803813
Galb1-4GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,-25.29604999999999,10.707223506430937,-42.32764999448902
Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp0,-37.346175,25.011744125160487,-66.97270637531282
Galb1-4GlcNAcb1-3Galb1-4Glcb-Sp8,-18.772899999999996,11.915221628096837,-63.470330253167276
Galb1-4Glcb-Sp0,-0.47987499999999805,6.724109207111886,-1401.220986113449
Galb1-4Glcb-Sp0,-0.47987499999999805,6.724109207111886,-1401.220986113449
Galb1-4Glcb-Sp8,-14.489825000000002,7.69515755886995,-53.107318817652725
Galb1-4Glcb-Sp8,-14.489825000000002,7.69515755886995,-53.107318817652725
GlcNAcb1-3Galb1-4GlcNAcb-Sp0,-18.71875,6.778677002926177,-36.213299514797605
GlcNAcb1-3Galb1-4GlcNAcb-Sp8,-26.60862500000001,1.0967302657595153,-4.121709655269728
GlcNAcb1-3Galb1-4GlcNAcb1-3Galb1-4GlcNAcb-Sp0,-8.008474999999999,2.398185766192168,-29.945598459034567
GlcNAcb1-3Galb1-4Glcb-Sp0,-20.631774999999998,12.212516866279724,-59.19275906353053
KDNa2-3Galb1-4GlcNAcb-Sp0,-27.018449999999994,18.987742525025638,-70.27694973259251
Mana1-6(Mana1-3)Mana-Sp9,595.1514000000001,48.862889677612046,8.210161259405933
Neu5Aca2-3GalNAcb1-4GlcNAcb-Sp0,-20.152725,1.6252264854987521,-8.064549511288186
Neu5Aca2-3Galb1-3GalNAcb1-3Gala1-4Galb1-4Glcb-Sp0,-10.451675000000002,17.850419039409125,-170.7900316399919
Neu5Aca2-3Galb1-3GlcNAcb1-3Galb1-4GlcNAcb-Sp0,-22.473300000000002,14.626679269289616,-65.08469725981327
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb1-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,-17.341900000000003,4.031492665667808,-23.24712208966611
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp0,-12.168049999999997,4.472242859759152,-36.75398161380956
Neu5Aca2-3Galb1-4(Fuca1-3)GlcNAcb-Sp8,-18.775300000000005,8.913512563518378,-47.474674511290765
Neu5Aca2-3Galb1-4GlcNAcb-Sp0,-13.615474999999998,16.049598764117647,-117.87762648102729
Neu5Aca2-3Galb1-4GlcNAcb-Sp8,-7.6282499999999995,3.088857480795554,-40.492347272251884
Neu5Aca2-3Galb1-4Glcb-Sp0,-2.870825,1.8752757617214544,-65.32184169085383
Neu5Aca2-3Galb1-4Glcb-Sp8,-22.520524999999996,13.620661229023842,-60.481099925618274
Neu5Aca2-6GalNAca-Sp8,-10.348049999999999,8.044722128410232,-77.7414307856092
Neu5Aca2-6GalNAcb1-4GlcNAcb-Sp0,-20.251499999999993,11.268760661522064,-55.64407901400917
Neu5Aca2-6Galb1-4GlcNAcb-Sp0,-8.316225,9.148926595098468,-110.0129757804589
Neu5Aca2-6Galb1-4GlcNAcb-Sp8,-16.216375000000006,7.052071738798936,-43.4873499089589
Neu5Aca2-8Neu5Aca2-3Galb1-4Glcb-Sp0,-15.234425000000005,6.3702435863290665,-41.81479502067892
Neu5Gca2-3Galb1-3GlcNAcb-Sp0,-3.7160499999999974,3.4446926176365915,-92.69769291684972
Neu5Gca2-3Galb1-4GlcNAcb-Sp0,-10.178725000000004,2.6458375036712534,-25.993800831354147
"Neu5,9Ac2a2-3Galb1-4GlcNAcb-Sp0",-0.2858750000000043,7.774466668685381,-2719.533596391872
"Neu5,9Ac2a2-3Galb1-4GlcNAcb-Sp0",-13.2142,9.393572333604864,-71.0869544399575
